protocol_type,src_bytes,dst_bytes,class
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
udp,44,73,normal
tcp,197,380,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
icmp,8,0,anomaly
tcp,0,0,anomaly
udp,28,0,anomaly
tcp,0,0,anomaly
tcp,0,0,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
icmp,8,0,anomaly
tcp,0,0,anomaly
tcp,14,41,normal
tcp,0,0,anomaly
icmp,8,0,anomaly
tcp,0,0,anomaly
icmp,1032,0,anomaly
icmp,181,0,normal
udp,105,147,normal
udp,1,0,anomaly
tcp,289,2488,normal
udp,45,45,normal
icmp,1032,0,anomaly
tcp,1121,7999,normal
tcp,235,512,normal
tcp,0,0,anomaly
tcp,299,1129,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
icmp,520,0,anomaly
tcp,664,333,normal
tcp,1770,328,normal
udp,42,42,normal
tcp,276,2924,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,299,1380,normal
tcp,0,0,normal
tcp,296,943,normal
tcp,0,0,anomaly
tcp,224,8621,normal
tcp,2376,329,normal
icmp,18,0,anomaly
tcp,210,566,normal
tcp,327,1695,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,306,1319,normal
tcp,1211,282,normal
udp,44,44,normal
tcp,0,0,anomaly
udp,43,128,normal
tcp,0,0,anomaly
tcp,229,8015,normal
tcp,0,0,anomaly
tcp,307,321,normal
tcp,0,0,anomaly
tcp,228,24786,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,211,321,normal
tcp,259,275,normal
udp,31,47,normal
tcp,0,0,anomaly
udp,1,0,anomaly
tcp,538,6471,normal
tcp,0,0,anomaly
icmp,520,0,anomaly
tcp,0,0,anomaly
tcp,748,0,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
udp,43,136,normal
tcp,283,337,normal
tcp,341,786,normal
icmp,8,0,anomaly
udp,42,42,normal
tcp,0,0,anomaly
tcp,1,0,anomaly
tcp,0,0,anomaly
tcp,10389,0,normal
tcp,0,0,anomaly
udp,45,45,normal
tcp,74,0,normal
udp,43,68,normal
tcp,1243,366,normal
tcp,318,495,normal
tcp,2194619,0,normal
tcp,0,0,anomaly
udp,78,44,normal
udp,43,116,normal
tcp,1637,338,normal
tcp,213,900,normal
tcp,0,0,anomaly
tcp,1232,333,normal
tcp,266,499,normal
tcp,285,2531,normal
tcp,0,0,anomaly
tcp,286,1425,normal
udp,30,0,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,223,3327,normal
tcp,200,1061,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
icmp,1480,0,anomaly
udp,45,140,normal
tcp,0,0,anomaly
udp,28,0,anomaly
tcp,204,313,normal
tcp,0,0,anomaly
tcp,297,753,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,300,311,normal
icmp,8,0,anomaly
tcp,0,0,normal
tcp,30,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
icmp,8,0,anomaly
tcp,0,0,anomaly
udp,105,146,normal
udp,1,0,anomaly
tcp,244,263,normal
icmp,8,0,anomaly
tcp,0,0,anomaly
tcp,771,374,normal
udp,105,147,normal
tcp,0,0,anomaly
tcp,254,5918,normal
tcp,0,0,anomaly
tcp,330,13508,normal
tcp,0,0,anomaly
tcp,0,0,normal
tcp,0,0,anomaly
tcp,166,23376,normal
tcp,322,1408,normal
udp,28,0,anomaly
icmp,30,0,normal
udp,45,130,normal
tcp,0,0,anomaly
icmp,8,0,anomaly
tcp,0,0,anomaly
udp,215,0,anomaly
tcp,298,3571,normal
tcp,0,0,anomaly
tcp,252,273544,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,4539,0,normal
tcp,197,18881,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,259,1541,normal
tcp,1193,333,normal
udp,46,117,normal
tcp,1016,332,normal
tcp,0,0,anomaly
tcp,237,5250,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,219,6721,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
icmp,8,0,anomaly
tcp,0,0,anomaly
udp,45,72,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
udp,43,107,normal
tcp,0,0,anomaly
tcp,276,71903,normal
udp,147,0,normal
tcp,172,15119,normal
udp,42,42,normal
tcp,237,3891,normal
tcp,200,267,normal
tcp,360,1738,normal
tcp,347,807,normal
tcp,231,1225,normal
tcp,224,4114,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,201,2435,normal
udp,43,71,normal
icmp,8,0,anomaly
tcp,0,0,anomaly
tcp,226,3709,normal
tcp,704,2070,normal
tcp,186,14609,normal
tcp,44,672,anomaly
icmp,8,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
icmp,30,0,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,1231,2451,anomaly
tcp,285,263,normal
tcp,0,0,anomaly
icmp,520,0,anomaly
tcp,0,0,anomaly
tcp,272,4841,normal
tcp,201,1148,normal
tcp,286,1476,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,370,274,normal
icmp,8,0,anomaly
tcp,8,0,normal
udp,43,73,normal
udp,1,0,anomaly
tcp,888,328,normal
tcp,268,656,normal
tcp,0,0,anomaly
udp,46,77,normal
tcp,383,0,normal
icmp,520,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
icmp,1032,0,anomaly
tcp,257,1650,normal
tcp,160,584,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,1,0,anomaly
tcp,210,10561,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,292,263,normal
tcp,300,1444,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,186,14515,normal
tcp,0,0,anomaly
tcp,334,479,normal
tcp,318,760,normal
tcp,305,928,normal
tcp,740,0,normal
tcp,204,269,normal
tcp,0,0,anomaly
icmp,8,0,anomaly
tcp,0,0,anomaly
tcp,0,0,normal
tcp,1218,2449,anomaly
tcp,286,7833,normal
udp,1,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,258,11758,normal
tcp,355,8377,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,276,365,normal
tcp,0,0,anomaly
icmp,8,0,anomaly
tcp,54540,8314,anomaly
tcp,149,13592,normal
tcp,328,1831,normal
udp,46,128,normal
udp,28,0,anomaly
udp,28,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
udp,42,132,normal
tcp,1230,328,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
icmp,1032,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
udp,42,42,normal
tcp,0,0,anomaly
tcp,330,772,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
icmp,520,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
udp,44,127,normal
tcp,0,0,anomaly
tcp,319,731,normal
tcp,0,0,anomaly
tcp,8325,0,normal
tcp,275,337,normal
icmp,1032,0,anomaly
tcp,223,923,normal
udp,33,93,normal
tcp,323,2996,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,2278,0,normal
tcp,1788,9968,normal
tcp,0,0,anomaly
tcp,317,789,normal
tcp,332,1394,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
icmp,30,0,normal
tcp,201,7980,normal
udp,28,0,anomaly
tcp,303,1380,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,366,2862,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
icmp,520,0,anomaly
tcp,206,5015,normal
tcp,327,660,normal
udp,105,0,normal
tcp,192,0,normal
tcp,0,0,anomaly
tcp,54540,8314,anomaly
tcp,218,2839,normal
tcp,0,0,anomaly
tcp,0,0,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,205,4858,normal
tcp,0,0,anomaly
udp,146,105,normal
tcp,215,4408,normal
tcp,314,2055,normal
udp,45,131,normal
tcp,1,0,anomaly
tcp,0,0,anomaly
tcp,303,29228,normal
icmp,520,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,1684,330,normal
tcp,245,0,normal
icmp,30,0,normal
tcp,8325,0,normal
tcp,222,6662,normal
tcp,224,347,normal
tcp,850,325,normal
tcp,210,1863,normal
tcp,293,732,normal
tcp,0,0,anomaly
tcp,2194619,0,normal
tcp,214,266,normal
tcp,0,0,anomaly
tcp,227,1317,normal
tcp,0,0,anomaly
tcp,223,2358,normal
tcp,219,841,normal
icmp,8,0,anomaly
tcp,184,783,normal
tcp,0,0,normal
tcp,1214,0,normal
tcp,0,0,anomaly
icmp,64,0,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,210,1801,normal
tcp,221,7473,normal
tcp,301,1380,normal
tcp,0,0,normal
tcp,0,0,anomaly
udp,43,81,normal
tcp,842,334,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
udp,44,44,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,236,667,normal
tcp,54540,8314,anomaly
udp,46,139,normal
udp,1,0,anomaly
tcp,54540,8314,anomaly
tcp,0,0,anomaly
udp,105,146,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,215,337,normal
tcp,293,296,normal
tcp,0,0,anomaly
tcp,250,2196,normal
tcp,296,1518,normal
tcp,0,0,anomaly
tcp,2056,0,normal
tcp,333,1326,normal
tcp,231,2507,normal
tcp,310,362,normal
tcp,0,0,anomaly
tcp,289,658,normal
tcp,242,2281,normal
tcp,0,0,anomaly
udp,44,127,normal
tcp,0,0,anomaly
udp,45,131,normal
tcp,0,0,anomaly
tcp,337,1669,normal
tcp,35,0,normal
tcp,226,1964,normal
tcp,0,15,normal
tcp,0,0,anomaly
tcp,373,0,normal
tcp,0,0,normal
tcp,185,4841,normal
tcp,0,0,anomaly
tcp,104,1608,normal
tcp,210,284,normal
icmp,8,0,anomaly
tcp,343,1063,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
udp,43,125,normal
udp,43,130,normal
tcp,213,632,normal
tcp,200,1660,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,246,2362,normal
tcp,255,493,normal
tcp,322,272,normal
tcp,0,0,anomaly
tcp,149,7542,normal
udp,29,29,normal
tcp,0,0,anomaly
tcp,177,1531,normal
tcp,1110,331,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,300,1146,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,326,276,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,325,788,normal
tcp,3731,328,normal
tcp,227,2507,normal
icmp,8,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,212,882,normal
tcp,214,1367,normal
tcp,0,0,anomaly
tcp,1452,322,normal
tcp,0,0,anomaly
icmp,8,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,225,6991,normal
icmp,8,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,normal
udp,46,127,normal
tcp,208,5604,normal
tcp,162,19994,normal
tcp,233,6329,normal
udp,105,146,normal
icmp,18,0,anomaly
tcp,303,15021,normal
tcp,230,1380,normal
tcp,1013,328,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,234,927,normal
tcp,0,0,anomaly
tcp,109,408,normal
tcp,796,377,normal
tcp,223,8584,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,337,7189,normal
tcp,319,2344,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,326,1511,normal
tcp,338,392,normal
tcp,312,2288,normal
tcp,239,8784,normal
udp,35,0,normal
tcp,0,0,anomaly
tcp,324,185,normal
tcp,0,0,normal
icmp,8,0,anomaly
tcp,0,0,anomaly
tcp,185,4841,normal
tcp,312,3966,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
udp,45,133,normal
tcp,313,2698,normal
tcp,8766,0,normal
tcp,192,758,normal
udp,147,105,normal
tcp,10272,0,normal
tcp,0,0,anomaly
tcp,0,0,normal
tcp,255,36500,normal
tcp,241,1556,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,221,1481,normal
icmp,91,0,normal
tcp,333,3679,normal
udp,28,0,anomaly
tcp,315,2777,normal
tcp,222,238,normal
tcp,277,11830,normal
udp,44,110,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,102,1442,normal
tcp,2194619,0,normal
tcp,203,331,normal
icmp,8,0,anomaly
tcp,0,0,anomaly
tcp,2053,360,normal
tcp,2004,332,normal
tcp,0,0,normal
tcp,14189,0,normal
tcp,103,2853,normal
tcp,952,325,normal
udp,215,0,anomaly
tcp,206,955,normal
tcp,48,486,normal
tcp,0,0,anomaly
tcp,10073,0,normal
tcp,232,5309,normal
tcp,787,388,normal
tcp,1714,376,normal
udp,44,73,normal
tcp,297,1423,normal
icmp,1032,0,anomaly
tcp,789,327,normal
tcp,0,0,anomaly
tcp,369,7931,normal
tcp,0,0,normal
tcp,0,0,anomaly
tcp,1153,2445,anomaly
udp,1,0,anomaly
tcp,0,0,normal
tcp,0,0,anomaly
tcp,316,3632,normal
tcp,0,0,anomaly
tcp,1392,481,normal
tcp,0,0,anomaly
tcp,115,1567,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,252,1133,normal
tcp,208,1240,normal
tcp,291,375,normal
tcp,7,223,normal
udp,44,128,normal
tcp,9178,0,normal
udp,28,0,anomaly
tcp,10,39,normal
udp,88,0,normal
tcp,241,1991,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,293,2400,normal
tcp,199,3413,normal
tcp,334,0,anomaly
tcp,0,0,anomaly
tcp,229,1901,normal
tcp,296,1630,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,321,1543,normal
udp,105,146,normal
tcp,9,413,normal
tcp,645,330,normal
tcp,0,0,anomaly
tcp,7,0,normal
tcp,0,0,normal
tcp,264,295,normal
tcp,0,0,normal
tcp,9,36,normal
tcp,204,1651,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,1334,336,normal
tcp,264,1478,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,246,4184,normal
udp,28,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,711,399,normal
tcp,965,0,normal
tcp,260,2198,normal
tcp,298,7299,normal
icmp,8,0,anomaly
tcp,54540,8314,anomaly
tcp,0,0,anomaly
udp,516,4,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,309,412,normal
tcp,0,0,normal
tcp,0,0,anomaly
udp,145,0,normal
tcp,0,0,anomaly
icmp,8,0,anomaly
tcp,0,0,anomaly
tcp,55,170,normal
tcp,182,886,normal
tcp,255,950,normal
tcp,1,0,anomaly
tcp,302,3415,normal
tcp,173,438,normal
tcp,0,0,anomaly
udp,44,74,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,334,2840,normal
tcp,752,345,normal
tcp,225,1675,normal
tcp,1256,329,normal
udp,147,105,normal
icmp,8,0,anomaly
udp,105,146,normal
tcp,0,0,anomaly
tcp,316,473,normal
tcp,209,934,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
icmp,8,0,anomaly
tcp,933,332,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,9311,0,normal
udp,146,105,normal
tcp,6,136,normal
udp,45,136,normal
tcp,0,0,anomaly
icmp,8,0,anomaly
icmp,8,0,anomaly
tcp,275,833,normal
tcp,861,326,normal
tcp,375,3119,normal
tcp,210,274,normal
tcp,0,0,normal
tcp,334,0,anomaly
tcp,0,0,anomaly
tcp,244,2211,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,350,937,normal
tcp,1463,4152,normal
tcp,0,0,anomaly
tcp,245,776,normal
tcp,186,12984,normal
tcp,210,1295,normal
icmp,1032,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,1917,335,normal
tcp,280,2446,normal
tcp,0,0,anomaly
tcp,227,2047,normal
tcp,231,2239,normal
udp,43,126,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,247,2495,normal
tcp,1493,365,normal
udp,33,0,normal
tcp,847,334,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
icmp,8,0,anomaly
tcp,0,0,anomaly
icmp,8,0,anomaly
tcp,0,0,anomaly
tcp,1153,0,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
udp,146,0,normal
tcp,0,0,normal
tcp,142,27062,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,227,1074,normal
tcp,297,7339,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
icmp,520,0,anomaly
tcp,1030,0,normal
tcp,243,30881,normal
tcp,296,495,normal
tcp,852,0,normal
udp,44,115,normal
tcp,0,0,normal
tcp,332,1054,normal
icmp,1032,0,anomaly
icmp,8,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
udp,1,1,anomaly
icmp,18,0,anomaly
tcp,212,0,normal
tcp,0,0,anomaly
tcp,0,0,normal
tcp,0,0,anomaly
tcp,308,1159,normal
tcp,0,0,anomaly
tcp,211,1792,normal
udp,44,79,normal
tcp,0,0,normal
tcp,804,329,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,313,1422,normal
tcp,301,416,normal
tcp,216,3085,normal
tcp,341,4291,normal
tcp,0,0,anomaly
tcp,2140,332,normal
tcp,319,274,normal
tcp,292,2159,normal
tcp,288,2055,normal
tcp,58,189,normal
tcp,2780,339,normal
tcp,1042,2279,anomaly
tcp,222,2522,normal
tcp,302,11440,normal
tcp,0,0,anomaly
tcp,216,654,normal
udp,516,4,normal
tcp,0,0,anomaly
tcp,333,261,normal
tcp,0,0,anomaly
tcp,245,15255,normal
tcp,0,0,normal
udp,46,46,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,1507,329,normal
icmp,18,0,anomaly
tcp,273,500,normal
icmp,520,0,anomaly
tcp,301,4724,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,225,2239,normal
udp,44,44,normal
icmp,1032,0,anomaly
tcp,0,0,anomaly
tcp,843,9547,normal
tcp,15377,0,normal
udp,33,0,normal
tcp,167,12937,normal
tcp,242,3322,normal
tcp,0,0,anomaly
udp,45,106,normal
tcp,0,0,anomaly
tcp,221,2174,normal
tcp,210,2942,normal
udp,46,143,normal
udp,45,73,normal
icmp,520,0,anomaly
tcp,0,0,anomaly
tcp,1917,388,normal
udp,44,130,normal
icmp,1032,0,anomaly
tcp,218,10179,normal
udp,41,130,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,1182,336,normal
tcp,0,0,normal
tcp,0,0,anomaly
tcp,223,1630,normal
tcp,71,0,normal
tcp,208,757,normal
tcp,2540,323,normal
udp,46,86,normal
tcp,0,0,anomaly
udp,28,0,anomaly
tcp,228,1590,normal
tcp,307,2769,normal
tcp,206,5524,normal
tcp,0,0,anomaly
tcp,296,1415,normal
tcp,0,0,anomaly
tcp,200,14210,normal
tcp,0,0,anomaly
tcp,241,2113,normal
tcp,0,0,anomaly
tcp,218,36749,normal
udp,44,129,normal
tcp,151,0,normal
tcp,337,578,normal
udp,516,4,normal
tcp,246,1718,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,228,1728,normal
tcp,20658,0,normal
udp,44,132,normal
tcp,1,0,anomaly
tcp,3676,0,normal
tcp,301,10063,normal
tcp,0,0,anomaly
tcp,1186,370,normal
tcp,1723,330,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,6,18056,anomaly
tcp,0,0,anomaly
tcp,220,3207,normal
tcp,0,0,anomaly
tcp,207,3452,normal
tcp,0,0,anomaly
tcp,0,0,normal
udp,146,105,normal
tcp,54540,8314,anomaly
tcp,0,0,anomaly
udp,43,77,normal
tcp,1267,330,normal
tcp,0,0,anomaly
udp,45,139,normal
icmp,30,0,normal
tcp,54540,8314,anomaly
tcp,7,138,normal
tcp,0,0,anomaly
tcp,54540,8314,anomaly
tcp,315,1086,normal
udp,42,42,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
udp,44,44,normal
tcp,218,2402,normal
tcp,1,0,anomaly
tcp,374,0,normal
tcp,1048,336,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,201,290,normal
tcp,322,93111,normal
tcp,274,3225,normal
tcp,1505,329,normal
tcp,218,1337,normal
tcp,0,0,anomaly
tcp,190,1227,normal
tcp,0,0,anomaly
tcp,223,5567,normal
icmp,182,0,normal
tcp,955,281,normal
tcp,0,0,anomaly
tcp,189,31876,normal
tcp,879,0,normal
tcp,328,14087,normal
udp,147,147,normal
icmp,30,0,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,308,3307,normal
tcp,328,1197,normal
tcp,0,0,normal
tcp,268,279,normal
tcp,294,997,normal
tcp,240,1137,normal
tcp,306,2698,normal
tcp,0,0,anomaly
tcp,295,471,normal
tcp,0,0,anomaly
tcp,223,3521,normal
tcp,0,0,normal
tcp,0,0,anomaly
udp,146,0,normal
icmp,78,0,normal
tcp,202,674,normal
tcp,0,0,anomaly
tcp,205,10044,normal
tcp,1766,0,normal
tcp,246,1817,normal
udp,46,73,normal
tcp,5558,0,normal
tcp,0,0,anomaly
tcp,343,10925,normal
tcp,897,329,normal
tcp,0,0,anomaly
tcp,338,1179,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,305,660,normal
tcp,1338,367,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,225,901,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,749,0,normal
tcp,0,0,anomaly
tcp,217,501,normal
udp,45,75,normal
tcp,170,37014,normal
tcp,0,0,anomaly
tcp,2600,286,normal
tcp,0,0,anomaly
udp,43,76,normal
tcp,383,0,normal
tcp,359,1402,normal
tcp,296,9928,normal
tcp,174,3159,normal
udp,42,42,normal
tcp,1145,332,normal
icmp,1032,0,anomaly
tcp,380,1770,normal
tcp,0,0,anomaly
udp,45,45,normal
tcp,213,2325,normal
udp,44,137,normal
udp,44,89,normal
tcp,0,0,normal
udp,1,0,anomaly
tcp,0,0,anomaly
tcp,298,2445,normal
tcp,0,0,anomaly
tcp,1,0,anomaly
tcp,198,1705,normal
tcp,235,19714,normal
tcp,191,13667,normal
tcp,0,0,anomaly
icmp,1032,0,anomaly
tcp,283,255,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,293,2325,normal
udp,45,131,normal
udp,33,87,normal
tcp,330,538,normal
udp,45,78,normal
tcp,290,6763,normal
tcp,219,465,normal
tcp,0,0,anomaly
tcp,1,0,anomaly
udp,516,4,normal
tcp,358,2085,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,1170,2447,anomaly
udp,145,0,normal
udp,44,127,normal
icmp,30,0,normal
tcp,237,384,normal
tcp,321,1116,normal
tcp,226,11052,normal
udp,126,45,normal
icmp,30,0,normal
udp,46,46,normal
icmp,8,0,anomaly
udp,46,128,normal
tcp,337,188,normal
tcp,0,0,anomaly
tcp,7162,0,normal
tcp,0,0,anomaly
tcp,1205,333,normal
tcp,2194619,0,normal
tcp,346,280,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,1693,326,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,861,328,normal
tcp,1132,279,normal
tcp,1585,442,normal
tcp,0,0,anomaly
udp,147,147,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,7,0,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,282,4624,normal
tcp,0,0,anomaly
udp,43,125,normal
tcp,191,2241,normal
tcp,227,1522,normal
tcp,0,0,anomaly
tcp,200,1308,normal
tcp,0,0,anomaly
udp,35,95,normal
udp,147,105,normal
tcp,1737,441,normal
tcp,0,0,anomaly
tcp,1459,325,normal
tcp,0,0,anomaly
tcp,185,5717,normal
tcp,0,0,anomaly
icmp,8,0,anomaly
tcp,0,0,anomaly
tcp,192,0,normal
icmp,8,0,anomaly
tcp,362,242,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,865,453,normal
tcp,208,15642,normal
tcp,0,0,normal
tcp,215,12984,normal
tcp,0,0,normal
tcp,54540,8314,anomaly
tcp,13,144,normal
tcp,0,0,anomaly
icmp,78,0,normal
tcp,258,7973,normal
tcp,645,331,normal
tcp,187,312,normal
icmp,1032,0,anomaly
tcp,350,143,normal
tcp,0,0,anomaly
tcp,367,2906,normal
tcp,300,2647,normal
tcp,213,2713,normal
tcp,0,0,anomaly
tcp,216,693,normal
tcp,10,36,normal
udp,46,72,normal
tcp,339,678,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
udp,1,0,anomaly
tcp,992,279,normal
tcp,0,0,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
udp,34,34,normal
udp,44,133,normal
tcp,0,0,normal
tcp,102,1341,normal
tcp,211,8222,normal
tcp,0,0,anomaly
tcp,203,1762,normal
tcp,0,0,anomaly
tcp,1230,2449,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,320,709,normal
tcp,0,0,anomaly
tcp,1561,330,normal
tcp,0,0,anomaly
icmp,30,0,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,1195,331,normal
icmp,1032,0,anomaly
tcp,0,0,anomaly
icmp,1032,0,anomaly
udp,45,78,normal
udp,28,0,anomaly
tcp,54540,8314,anomaly
tcp,1376,0,normal
icmp,1032,0,anomaly
tcp,0,0,anomaly
tcp,243,13335,normal
tcp,0,0,anomaly
tcp,201,1474,normal
tcp,172,0,normal
tcp,10,39,normal
tcp,0,0,anomaly
tcp,1,0,anomaly
udp,1,0,anomaly
tcp,195,318,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,1130,339,normal
tcp,334,281,normal
icmp,8,0,anomaly
tcp,313,313,normal
tcp,0,0,anomaly
tcp,296,1511,normal
tcp,217,15560,normal
tcp,512,307,normal
tcp,54540,8315,anomaly
tcp,54540,8314,anomaly
tcp,0,0,anomaly
tcp,199,19271,normal
tcp,221,545,normal
tcp,319,0,normal
tcp,0,0,anomaly
icmp,1032,0,anomaly
tcp,104,449,anomaly
tcp,6601,0,normal
tcp,0,0,anomaly
tcp,37,0,normal
icmp,520,0,anomaly
tcp,0,0,anomaly
tcp,37,0,normal
